Rank,Name,website,Country,Sector,Absolute growth rate (%),Compound annual growth rate (%),Revenue 2024 (€),Revenue 2021 (€),Employees 2024,Employees 2021,Founding year,linkedin_company_profile
377,ITHQ,ithq.pro,UK,IT & Software,245.9,51.2,"6,072,620","1,732,312",19,15,2008,https://uk.linkedin.com/company/ithq-pro
661,I-Tracing,i-tracing.com,France,IT & Software,121.4,30.3,"150,154,767","67,827,777",586,303,2005,https://www.linkedin.com/company/i-tracing/
734,Izertis,izertis.com,Spain,IT & Software,104.6,27,"133,077,000","65,046,000","1,853","1,075",1996,
175,Kaizzen,kaizzen.fr,France,IT & Software,527.8,84.5,5085845,810096,26,10,2019,https://www.linkedin.com/company/kaizen-software-solutions-pvt-ltd
866,Kameleoon,kameleoon.com,France,IT & Software,80,21.6,"18,993,426","10,551,931",205,142,2008,https://www.linkedin.com/company/kameleoon
814,KBRW,kbrw.com,France,IT & Software,90.3,23.9,"19,381,000","10,187,000",150,85,2009,https://www.linkedin.com/company/kbrw/
824,Kegler IT,kegler-it.com,Germany,IT & Software,88.9,23.6,"7,450,000","3,945,000",33,22,2014,
953,Keytech,keytech.it,Italy,IT & Software,67,18.6,"9,237,528","5,532,143",96,49,1989,https://it.linkedin.com/company/keytechnologies
84,Kokori.Cloud,kokori.cloud,France,IT & Software,973.1,120.6,4326327,403150,5,3,2020,https://fr.linkedin.com/company/kokori-cloud
271,Kpler,kpler.com,Belgium,IT & Software,343.6,64.3,"110,299,524","24,867,288",616,148,2014,https://www.linkedin.com/company/kpler
383,L'ABCD,labcd.it,Italy,IT & Software,241.3,50.6,"4,355,977","1,276,317",7,6,2014,https://it.linkedin.com/company/labcdedutainment
335,Leah,leahai.com,UK,IT & Software,284.7,56.7,"37,546,522","9,630,171",290,207,2012,https://www.linkedin.com/company/leahai-ai
337,Lehibou,lehibou.com,France,IT & Software,283.3,56.5,"112,276,398","29,292,066",72,11,2016,https://fr.linkedin.com/company/lehiboucom
314,Link Group,linkgroup.co,Poland,IT & Software,299.1,58.6,"42,060,716","9,800,193",587,231,2016,https://www.linkedin.com/company/link-group-co
697,Linnify,linnify.com,Romania,IT & Software,112.1,28.5,"1,958,131","928,011",28,30,2016,https://www.linkedin.com/company/linnify
637,lise,lise.de,Germany,IT & Software,128.7,31.8,"11,710,000","5,120,000",100,70,1999,https://www.linkedin.com/company/lise-gmbh
598,Local Brand X,local-brand-x.com,Germany,IT & Software,144,34.6,"4,007,156","1,642,272",32,17,2017,
300,Luminance,luminance.com,UK,IT & Software,310.3,60.1,"18,975,731","4,563,955",200,110,2015,https://uk.linkedin.com/company/luminancetech
673,Macompta.Fr,macompta.fr,France,IT & Software,118.2,29.7,"3,161,817","1,449,325",52,15,2007,
21,Magic AI,magic.fit,UK,IT & Software,3529,231.1,4297906,116868,9,1,2021,https://uk.linkedin.com/company/magicfit2021
11,Markapp Media,markappmedia.site,Cyprus,IT & Software,5657.8,286.2,7502000,130292,19,3,2021,https://cy.linkedin.com/company/mark.app
532,Matawan,matawan-mobility.com,France,IT & Software,165.5,38.5,"46,743,600","17,603,000",254,134,2012,https://www.linkedin.com/company/matawan
492,Matchingham Games,matchingham.gs,UK,IT & Software,184.6,41.7,"63,168,236","21,905,800",74,8,2020,https://uk.linkedin.com/company/matchingham-games
680,MRPeasy,mrpeasy.com,Estonia,IT & Software,116.9,29.4,"5,432,611","2,504,919",32,19,2014,
518,MultiBel,multibel.eu,Netherlands,IT & Software,170.8,39.4,"5,664,058","2,091,610",46,11,1995,
654,Myconnect,myconnect.fr,France,IT & Software,125.5,31.1,"4,165,672","1,847,665",16,13,2014,
657,Nanga Systems,nangasystems.com,Germany,IT & Software,123.3,30.7,"11,023,000","4,937,000",58,44,2014,https://www.linkedin.com/company/nanga-systems/?trk=products_details_guest_organization_page
570,Negg Group,negg.group,Italy,IT & Software,155.2,36.7,"17,752,950","6,957,161",58,35,2013,https://it.linkedin.com/company/negg-group
999,Nemesi Italia,nemesitalia.it,Italy,IT & Software,60.1,17,"2,630,787","1,643,399",8,5,1993,https://bg.linkedin.com/company/nemesis-software
981,Netzint,netzint.de,Germany,IT & Software,62.1,17.5,"3,137,976","1,935,914",21,12,2010,
480,Next04,next04.it,Italy,IT & Software,189.6,42.5,"6,795,098","2,346,581",31,18,2013,https://it.linkedin.com/company/next04-s-r-l-
581,Nostra,nostra.ie,Ireland,IT & Software,151.2,35.9,"48,572,249","19,339,116",309,149,2006,https://ie.linkedin.com/company/nostra-systems
640,nsign.tv,nsign.tv,Spain,IT & Software,127.9,31.6,"7,964,611","3,494,356",33,26,2006,https://www.linkedin.com/company/nsigntv
515,NuBeTech,nubetech.it,Italy,IT & Software,171.7,39.5,"8,762,243","3,225,311",75,36,2018,https://www.linkedin.com/company/nubetechspa
487,Odoo,odoo.com,Belgium,IT & Software,187.6,42.2,"426,853,000","148,437,000","4,749","1,783",2002,https://www.linkedin.com/company/odoo
907,Omnicité,omnicite.fr,France,IT & Software,73.7,20.2,"15,549,897","8,952,509",143,106,2006,https://fr.linkedin.com/company/omnicite
85,OnHand,beonhand.co.uk,UK,IT & Software,972.2,120.5,1632216,150219,34,19,2018,https://uk.linkedin.com/company/beonhand
419,Opencast,opencastsoftware.com,UK,IT & Software,225.6,48.2,"56,102,694","17,003,142",469,212,2012,https://uk.linkedin.com/company/opencastsoftware
556,Opteamis,opteamis.com,France,IT & Software,158.5,37.2,"59,798,386","23,137,646",55,30,2005,https://me.linkedin.com/company/opteamis
411,PhotoAiD,photoaid.com,Poland,IT & Software,227.1,48.5,"10,857,758","3,086,751",11,11,2012,
394,Phyron,phyron.com,Sweden,IT & Software,237.6,50,"4,675,452","1,548,247",46,23,2019,https://www.linkedin.com/company/phyron-ai/
269,Plan4,plan4software.de,Germany,IT & Software,348.9,65,"2,370,000","528,000",21,13,2018,https://www.linkedin.com/company/plan4-software-gmbh/
32,PolyAI,poly.ai,UK,IT & Software,2274.3,187.4,14337028,595869,257,43,2017,https://www.linkedin.com/company/polyai
123,Position Green,positiongreen.com,Sweden,IT & Software,756,104.6,15009601,1960260,228,36,2015,https://www.linkedin.com/company/position-green
991,Prime Group,weareprimegroup.com,UK,IT & Software,61.1,17.2,"180,555,694","112,045,713","2,369","2,067",2014,https://uk.linkedin.com/company/weareprimegroup
978,Propulse It,propulse-it.fr,France,IT & Software,62.4,17.5,"14,906,426","9,179,131",2,2,2014,https://www.linkedin.com/company/propulse-it
520,Proxym France,proxym.fr,France,IT & Software,170.7,39.4,"4,645,784","1,716,114",30,20,2009,https://www.linkedin.com/company/proxym
644,PSA Solutions,psasolutions.com,Norway,IT & Software,127.4,31.5,"8,675,113","4,504,106",28,19,2017,https://no.linkedin.com/company/psaconsultingas
498,Publink,publink.com,Poland,IT & Software,180.9,41.1,"2,844,538","941,911",39,21,2012,
886,Rabb IT Solutions,rabbgmbh.de,Germany,IT & Software,76.9,20.9,"3,472,000","1,963,000",28,23,2005,https://www.linkedin.com/company/rabit-solutions
873,Rackforest,rackforest.com,Hungary,IT & Software,78.3,21.3,"5,243,710","3,277,445",38,27,2009,
454,RebelDot,rebeldot.com,Romania,IT & Software,203.8,44.8,"15,106,761","4,997,687",137,84,2018,https://www.linkedin.com/company/therebeldot/
533,Redshift Consulting,redshift.global,Portugal,IT & Software,165.2,38.4,"10,765,588","4,059,072",41,28,2010,https://www.linkedin.com/company/redshiftglobal/
273,Re-flow Field Management,re-flow.co.uk,UK,IT & Software,342.7,64.2,"4,197,759","935,651",47,16,2018,https://uk.linkedin.com/company/re-flow
194,Reincubate,reincubate.com,UK,IT & Software,487.8,80.5,8201393,1376922,18,9,2004,https://uk.linkedin.com/company/reincubate
523,Revolve Healthcare,revolve.healthcare,Poland,IT & Software,169.8,39.2,"2,025,527","750,716",51,29,2017,https://www.linkedin.com/company/revolvehealthcare
915,Rexx Systems,rexx-systems.com,Germany,IT & Software,72.5,19.9,"59,007,703","34,214,216",101,86,2000,
54,Risolto,risolto.be,Belgium,IT & Software,1538.4,154,1779576,108615,11,11,2019,https://be.linkedin.com/company/risolto-be
409,Robaws,robaws.com,Belgium,IT & Software,228.1,48.6,"5,039,559","1,536,000",32,15,2018,
129,RoomPriceGenie,roompricegenie.com,Switzerland,IT & Software,735.1,102.9,6333737,691012,100,30,2019,
645,RoomRaccoon,roomraccoon.com,Netherlands,IT & Software,127.4,31.5,"6,600,000","2,902,522",105,62,2017,
433,Rouvy,rouvy.com,Czech Republic,IT & Software,214.9,46.6,"15,808,537","5,085,968",60,40,2013,https://cz.linkedin.com/company/virtualtraining-s-r-o
874,RTT,rtt.it,Italy,IT & Software,78.1,21.2,"8,411,757","4,722,321",61,44,2005,https://www.linkedin.com/company/rtt-srl
209,Scalizer,scalizer.fr,France,IT & Software,441.9,75.6,2431553,448724,27,1,2019,https://fr.linkedin.com/company/scalizer
423,Seats.io,seats.io,Belgium,IT & Software,223.4,47.9,"4,778,434","1,477,610",6,4,2014,https://be.linkedin.com/company/seats-io
69,SecureFlag,secureflag.com,UK,IT & Software,1181.3,134,5653109,435385,36,9,2019,https://uk.linkedin.com/company/secureflag
717,Seenovate,seenovate.com,France,IT & Software,107.5,27.6,"26,137,083","12,594,440",184,93,2009,https://fr.linkedin.com/company/seenovategroup
45,Seven Portage,seven-portage.fr,France,IT & Software,1842.6,168.8,29416270,1514265,6,1,2021,
906,Sevendata,sevendata.it,Italy,IT & Software,73.8,20.2,"8,877,971","5,108,114",43,27,2017,
943,Sidetrade,sidetrade.com,France,IT & Software,68.7,19.1,"55,000,000","32,600,000",413,284,2000,https://www.linkedin.com/company/sidetrade
290,Sikuro,sikurogroup.com,Italy,IT & Software,323.9,61.9,"2,611,471","616,000",19,10,2017,
855,Smarttech247,smarttech247.com,Ireland,IT & Software,82.4,22.2,"13,180,000","7,225,000",150,50,2003,https://ie.linkedin.com/company/smarttech247
786,Softfluent,softfluent.fr,France,IT & Software,94.8,24.9,"15,551,519","7,982,520",115,63,2005,https://www.linkedin.com/company/softfluent-software
781,Software Mind,softwaremind.com,Poland,IT & Software,96.1,25.2,"52,276,102","24,794,006","1,469",617,1999,https://www.linkedin.com/company/software-mind
223,Solidstudio,solidstudio.io,Poland,IT & Software,413.3,72.5,3768293,682785,46,20,2017,https://pl.linkedin.com/company/solidstudio-emobility-software
709,Sonar,sonar.com,Switzerland,IT & Software,109.2,27.9,"288,992,775","125,834,866",639,278,2008,https://www.linkedin.com/company/sonarsource
170,SourceWhale,sourcewhale.com,UK,IT & Software,545.5,86.2,12407302,1896780,90,21,2019,https://uk.linkedin.com/company/sourcewhale
110,Stillnetwork,stillnetwork.com,France,IT & Software,809.4,108.7,82273846,9046783,6,3,2010,https://fr.linkedin.com/company/stillnetwork
262,Stravito,stravito.com,Sweden,IT & Software,356.4,65.9,"11,521,908","2,822,416",101,48,2017,https://www.linkedin.com/company/stravito/
731,SucceedIT,succeedit.nl,Netherlands,IT & Software,105.1,27.1,"6,993,152","3,409,286",32,21,2012,
315,Surfshark,surfshark.com,Lithuania,IT & Software,296.1,58.2,"149,100,065","37,641,756",452,230,2018,https://lt.linkedin.com/company/surfshark
865,Synovo Group,synovo-group.com,France,IT & Software,80.1,21.7,"7,030,054","3,902,660",76,50,2013,https://www.linkedin.com/company/synovo-smart-solutions
275,System Loco,systemloco.com,UK,IT & Software,340.9,64,"17,970,700","4,021,728",26,10,2016,https://uk.linkedin.com/company/system-loco-ltd
361,Teach Up,teachup.com,France,IT & Software,260,53.3,"1,879,184","522,037",26,12,2018,https://www.linkedin.com/company/teachupglobal
357,tech11,tech11.com,Germany,IT & Software,264.3,53.9,"6,298,524","1,729,089",84,37,2018,https://www.linkedin.com/company/company-tech11/
173,Tedee,tedee.com,Poland,IT & Software,537.4,85.4,5390256,786391,41,30,2018,https://www.linkedin.com/company/tedee/
427,Thingsdata,thingsdata.com,Netherlands,IT & Software,218.9,47.2,"3,198,807","1,002,988",16,5,2016,https://be.linkedin.com/company/thingsdata
224,Thrive,thrivelearning.com,UK,IT & Software,413.1,72.5,12453781,2395315,180,53,2019,https://uk.linkedin.com/company/thrive-it-systems-ltd
945,TNG Technology Consulting,tngtech.com,Germany,IT & Software,68.4,19,"125,000,000","74,236,439",909,597,2001,https://www.linkedin.com/company/tng-technology-consulting
750,unique projects,unique-projects.com,Germany,IT & Software,103,26.6,"28,686,033","14,132,383",67,45,2005,https://www.linkedin.com/company/uniqueprojects
399,Vexiza,vexiza.com,Spain,IT & Software,234.6,49.6,"2,232,425","667,141",55,27,2015,https://es.linkedin.com/company/vexiza
241,Virta Global,virta.global,Finland,IT & Software,377.5,68.4,87792000,18385000,244,125,2013,https://www.linkedin.com/company/virtaltd
755,Visage Technologies,visagetechnologies.com,Sweden,IT & Software,102.1,26.4,"14,110,219","7,804,162",186,122,2002,https://hr.linkedin.com/company/visage-technologies-ab
989,Visicod,visicod.com,France,IT & Software,61.4,17.3,"3,609,059","2,236,457",30,17,2008,
596,Vizion Network,vizionnetwork.co.uk,UK,IT & Software,144.2,34.7,"547,897,921","221,412,950",319,189,2008,https://uk.linkedin.com/company/vizion-network
237,Vizst Technology,vizst.com,UK,IT & Software,379.3,68.6,12292531,2530783,46,36,2010,https://uk.linkedin.com/company/vizst-technology
860,Vo2 Group,vo2-group.com,France,IT & Software,81.3,21.9,"86,867,000","47,927,000",730,400,2011,
469,VQ Communications,vqcomms.com,UK,IT & Software,195.3,43.5,"7,942,787","2,653,877",41,25,2004,https://uk.linkedin.com/company/vq-communications-ltd
372,Walcu,walcu.com,Spain,IT & Software,250.6,51.9,"4,379,730","1,249,188",37,20,2018,https://www.linkedin.com/company/walcu
238,Whalebone,whalebone.io,Czech Republic,IT & Software,379,68.6,6135913,1280990,87,23,2016,
50,Wianco OTT Robotics,wianco.com,Germany,IT & Software,1721.9,163.1,2369142,130040,19,1,2019,
543,Widelab,widelab.co,Poland,IT & Software,160.7,37.6,"4,083,264","1,456,809",34,15,2019,
519,Wikicasa,wikicasa.it,Italy,IT & Software,170.8,39.4,"4,862,787","1,795,851",45,20,2016,https://it.linkedin.com/company/wikicasa
215,Winside Technology,winside.fr,France,IT & Software,430.6,74.4,24772328,4668695,76,8,2020,https://www.linkedin.com/company/winside-tech/
174,Wire Salad,wiresalad.com,Estonia,IT & Software,535,85.2,11061674,1741965,50,5,2020,
402,Worksmile,worksmile.com,Poland,IT & Software,231.3,49.1,"3,739,284","1,049,640",61,36,2016,
939,Xelya,xelya.com,France,IT & Software,69,19.1,"28,846,720","17,069,082",229,148,2005,https://fr.linkedin.com/company/xelya
699,xtream,xtreamers.io,Italy,IT & Software,112.1,28.5,"1,662,991","784,158",23,12,2018,https://www.linkedin.com/company/xtream-srl/
146,Yoto,eu.yotoplay.com,UK,IT & Software,656.7,96.3,114315348,14906936,160,77,2015,https://uk.linkedin.com/company/yotoplay
292,Younium,younium.com,Sweden,IT & Software,319.3,61.3,"6,992,233","1,864,043",65,20,2017,https://www.linkedin.com/company/younium
512,Zebra BI,zebrabi.com,Slovenia,IT & Software,174.4,40,"8,468,933","3,086,696",50,18,2014,https://si.linkedin.com/company/zebra-bi
878,Zeendoc,zeendoc.com,France,IT & Software,77.8,21.1,"23,845,526","13,414,260",202,85,2000,
739,CCS Abogados,ccsabogados.com,Spain,Legal & Accounting Services,104,26.8,"13,143,736","6,443,724",83,84,2002,
857,Ceca Magán Abogados,cecamagan.com,Spain,Legal & Accounting Services,81.5,22,"24,882,915","13,713,328",190,130,1973,
303,Dougs,dougs.fr,France,Legal & Accounting Services,309.2,60,"24,731,948","6,044,086",357,93,2015,
472,Elemental CoSec,elementalcosec.com,UK,Legal & Accounting Services,193.5,43.2,"9,020,962","3,033,509",46,19,2011,https://uk.linkedin.com/company/elemental-cosec
327,Kontax,kontax.de,Germany,Legal & Accounting Services,290,57.4,"10,480,000","2,687,000",120,40,2020,
914,Bail Art,bail-art.com,France,Leisure & Entertainment,73,20.1,"17,578,302","10,158,563",12,7,2009,
479,Bingo Loco and Locomotive,locomotivehq.com,Ireland,Leisure & Entertainment,189.7,42.6,"14,615,303","5,045,553",50,88,2017,
108,Daymade,daymade.co.uk,UK,Leisure & Entertainment,816.9,109.3,5514068,593422,11,5,2019,
806,H501,h501.it,Italy,Leisure & Entertainment,91.3,24.2,"4,419,640","2,309,799",101,64,2003,
90,Holywater Tech,holywater.tech,Cyprus,Leisure & Entertainment,945.9,118.7,61411108,5385838,134,93,2020,
43,Low6,low6.com,UK,Leisure & Entertainment,1893.2,171.1,5116877,253327,32,50,2017,https://uk.linkedin.com/company/low6
30,Lux Entertainment,luxentertainment.com,Italy,Leisure & Entertainment,2440.1,194,83541865,3288873,138,12,2015,https://it.linkedin.com/company/luxentmt
577,Novibet,novibet.gr,Malta,Leisure & Entertainment,153.1,36.3,"286,424,917","113,180,619","1,041",463,2016,https://mt.linkedin.com/company/novibet
675,Sterling Event Group,sterlingeventgroup.co.uk,UK,Leisure & Entertainment,118.1,29.7,"16,421,042","7,430,642",132,51,1999,https://uk.linkedin.com/company/sterlingeventgroup
128,500 Logistics,500logistics.com,UK,Logistics & Transportation,736,103,4447955,525000,10,4,2016,https://uk.linkedin.com/company/500-logistics-limited
529,Arnoux Autoprestige,arnouxautoprestige.com,France,Logistics & Transportation,166.6,38.7,"5,187,001","1,945,579",58,29,2001,https://fr.linkedin.com/company/sas-arnoux-auto-prestige
462,Artheau Aviation,artheauaviation.com,France,Logistics & Transportation,197.3,43.8,"27,859,664","9,372,449",13,8,2012,https://www.linkedin.com/company/artheau-aviation
975,Asavinter,asavinter.fr,France,Logistics & Transportation,62.6,17.6,"10,847,867","6,671,356",27,16,1993,
167,BBTM,bbtm.fr,France,Logistics & Transportation,552.2,86.8,2856000,437874,19,2,2020,https://fr.linkedin.com/company/bbtm76600
3,CDC Chain Drive Crane,cdc.company,Italy,Logistics & Transportation,21866.6,503.4,28062573,127751,5,5,2014,https://www.linkedin.com/company/cdc-hq/
643,CtrlChain,ctrlchain.com,Netherlands,Logistics & Transportation,127.4,31.5,"9,680,418","4,256,207",90,20,2018,https://www.linkedin.com/company/ctrlchain
180,euShipments.com,eushipments.com,Bulgaria,Logistics & Transportation,513.6,83.1,24396666,3975867,223,43,2012,
900,F.M. Trasporti,fmtrasporti.com,Italy,Logistics & Transportation,75.3,20.6,"29,483,483","16,821,874",255,230,1992,https://www.linkedin.com/company/f.m.-trasporti-s.r.l.
888,Galaktikos International,galaktikos.de,Germany,Logistics & Transportation,76.8,20.9,"7,226,754","4,088,621",15,9,1998,https://www.linkedin.com/company/galaktikos-international-gmbh
396,Globalfast Messe- & Eventlogistik,globalfast.de,Germany,Logistics & Transportation,235.1,49.7,"8,093,000","2,415,000",9,7,2011,https://www.linkedin.com/company/globalfast-messe-&-eventlogistik-gmbh
772,Globkurier,globkurier.pl,Poland,Logistics & Transportation,97.9,25.5,"14,424,094","6,779,134",32,26,2010,
741,GTT,gtt.fr,France,Logistics & Transportation,103.8,26.8,"641,387,000","314,735,000",888,556,1965,https://www.linkedin.com/company/gtt-technology-for-a-sustainable-world
992,isg Express Logistik,isg-logistik.de,Germany,Logistics & Transportation,60.9,17.2,"9,086,981","5,647,600",37,51,2011,https://www.linkedin.com/company/isg-express-logistik-gmbh/
619,Lomana Logistics,lomanalogistic.com,Spain,Logistics & Transportation,133.5,32.7,"20,012,167","8,569,927",195,102,2013,https://www.linkedin.com/company/lomana-logistic
727,Modalis,modalis.com,France,Logistics & Transportation,106.1,27.3,"62,967,487","30,556,248",22,9,2002,
510,Noah Maritime,noah-maritime.de,Germany,Logistics & Transportation,174.9,40.1,"3,274,707","1,191,091",27,12,2019,https://de.linkedin.com/company/noah-maritime-gmbh
565,Pilastro,pilastrosrl.it,Italy,Logistics & Transportation,156.5,36.9,"12,082,377","4,709,878",6,6,2009,https://www.linkedin.com/company/lannutti
4,Rail Unit,rail-unit-webseite.webflow.io,Germany,Logistics & Transportation,14470.2,426.2,17701311,121490,155,10,2021,
134,RideTandem,ridetandem.com,UK,Logistics & Transportation,711.2,100.9,12196170,1483658,45,15,2019,
812,Skladon,skladon.com,Czech Republic,Logistics & Transportation,90.7,24,"9,244,947","4,911,256",132,65,2015,
177,Sneleentaxi,sneleentaxi.nl,Netherlands,Logistics & Transportation,520.8,83.8,20914343,3368939,43,11,2016,
179,Storebox,yourstorebox.com,Austria,Logistics & Transportation,518.4,83.6,19763930,3195960,95,12,2016,https://www.linkedin.com/company/storebox-europe/
350,Zenfulfillment,zenfulfillment.com,Germany,Logistics & Transportation,273,55.1,"50,895,000","13,645,000",57,16,2017,https://de.linkedin.com/company/zenfulfillment
564,Zugvogel,zugvogel.cc,Austria,Logistics & Transportation,156.6,36.9,"127,715,954","49,771,475",85,35,2015,
501,4 As,4-as.fr,France,Management Consulting,179.1,40.8,"6,009,623","2,153,069",20,9,2007,
636,B.Conseil,bconseil.fr,France,Management Consulting,128.8,31.8,"8,009,178","3,500,973",46,16,2017,https://www.linkedin.com/company/groupe-b-conseil
798,Bartle,bartle.fr,France,Management Consulting,92.7,24.4,"45,404,989","23,567,908",290,165,2005,https://www.linkedin.com/company/bartle/
20,BeGlobal Holdings,beglobal.holdings,Germany,Management Consulting,3570.7,232.3,6099304,166161,38,2,2020,https://www.linkedin.com/company/beglobal-holdings
341,BetterGov,bettergov.co.uk,UK,Management Consulting,280.4,56.1,"14,656,521","3,802,111",10,9,2016,https://uk.linkedin.com/company/bettergov
96,BeWay Consulting,beway.com,Spain,Management Consulting,895.3,115.1,8179554,821842,53,9,2018,https://ca.linkedin.com/company/bewayconsulting?trk=ppro_cprof
509,BFE Fleet Concepts,bfe-fleet.de,Germany,Management Consulting,175,40.1,"8,216,887","2,988,042",37,17,2009,
672,Businove,businove.com,France,Management Consulting,118.8,29.8,"2,564,456","1,172,025",15,8,2007,https://www.linkedin.com/company/businove/
243,Chatwin,chatwintech.com,Italy,Management Consulting,374.7,68.1,3107134,654531,16,7,2021,https://www.linkedin.com/company/chatwin
829,Citwell Consulting,citwell.com,France,Management Consulting,87.9,23.4,"22,981,645","12,234,000",123,70,2004,https://www.linkedin.com/company/citwell
752,Consorzio Gruppo La Meridiana,gruppolameridiana.it,Italy,Management Consulting,102.6,26.5,"26,827,186","13,243,260",1,1,2007,https://au.linkedin.com/company/gruppo-la-meridiana
71,Constellations,constellations.team,France,Management Consulting,1163.9,132.9,2024778,160200,6,2,2021,
869,Cv.Consultants,cvconsultants.fr,France,Management Consulting,79.4,21.5,"3,747,743","2,089,453",15,10,2010,https://mq.linkedin.com/company/cv-consultantsfr?trk=ppro_cprof
228,E&G Coaching,versicherungzahltnie.de,Germany,Management Consulting,407.4,71.8,2240390,441577,4,2,2021,https://www.linkedin.com/company/e-g-consulting?trk=similar-pages
463,Ecovadis,ecovadis.com,France,Management Consulting,197.3,43.8,"188,371,522","63,372,105","1,666",952,2007,https://www.linkedin.com/company/ecovadis
406,Elgin White Consulting,elginwhite.com,UK,Management Consulting,229.3,48.8,"13,928,689","4,173,484",8,3,2006,https://uk.linkedin.com/company/elgin-white
160,Enfuse Group,enfusegroup.com,UK,Management Consulting,584.7,89.9,10029618,1445542,57,9,2016,https://uk.linkedin.com/company/enfusegroup
325,Etyo Green Insight,etyo.com,France,Management Consulting,291.1,57.6,"2,498,796","638,880",15,5,2020,https://www.linkedin.com/company/etyo/
330,eXalt,exalt-company.com,France,Management Consulting,288.1,57.2,"103,620,000","26,699,000","1,049",320,2018,https://www.linkedin.com/company/exalt-fi
494,Falk Berberich,falkberberich.com,Germany,Management Consulting,183.6,41.6,"2,748,000","969,000",24,9,2017,
360,FinStart,finstart.io,France,Management Consulting,262,53.6,"10,874,682","3,003,822",14,3,2020,
941,grandega,grandega.de,Germany,Management Consulting,68.8,19.1,"10,471,938","6,205,362",53,39,2016,
902,Imt Partners,imt-partners.com,France,Management Consulting,74.4,20.4,"24,942,363","14,300,723",50,26,2013,https://www.linkedin.com/company/imt-partners-llc
486,Inventya,inventya.com,UK,Management Consulting,187.7,42.2,"8,867,031","3,041,621",71,42,2010,
794,Karbone,karbone.eu,France,Management Consulting,93.3,24.6,"4,617,755","2,389,174",37,22,1999,https://www.linkedin.com/company/karbone
555,Kittle Group,kittle-group.com,UK,Management Consulting,158.6,37.3,"3,301,813","1,259,880",33,17,2014,https://uk.linkedin.com/company/kittle-group-ltd
667,Kiwus Consulting,dieterkiwus.de,Germany,Management Consulting,119.6,30,"2,360,752","1,074,847",15,7,2018,https://www.linkedin.com/company/kiwus-consulting-gmbh
890,Label Experience,labelexperience.com,France,Management Consulting,76.3,20.8,"3,117,998","1,768,702",19,16,2015,https://www.linkedin.com/company/label-experience/
864,Lean Performance,lean-performance.com,France,Management Consulting,80.1,21.7,"5,639,875","3,130,813",8,6,2009,https://www.linkedin.com/company/lean-performance-group
979,mc2i,mc2i.fr,France,Management Consulting,62.4,17.5,"181,007,191","111,464,441","1,441",946,1989,https://www.linkedin.com/company/mc2i/
187,Okuden,okuden.fr,France,Management Consulting,496.2,81.3,4650000,780000,30,8,2020,https://ca.linkedin.com/company/okuden-consulting
213,Percinque,percinque.com,Italy,Management Consulting,431.6,74.5,5227737,983369,5,2,2012,https://www.linkedin.com/company/percinque-srl-unipersonale/
797,PHI Factory,phifactory.com,Netherlands,Management Consulting,92.8,24.5,"1,743,423","904,403",17,13,2016,https://nl.linkedin.com/company/phifactory
800,Portalia,portalia.fr,France,Management Consulting,92.3,24.4,"30,655,361","15,940,521",297,190,2017,https://fr.linkedin.com/company/portalia-portage-salarial-
944,Proevo,proevosrl.it,Italy,Management Consulting,68.6,19,"2,181,862","1,294,271",19,11,2016,
212,Raphael Stenzhorn,raphael-stenzhorn.com,Germany,Management Consulting,436.2,75,2334400,435400,16,4,2017,https://www.linkedin.com/company/raphaelstenzhorngmbh
263,RG Finance,rg-finance.de,Germany,Management Consulting,356.2,65.8,"3,892,751","853,399",18,7,2019,https://www.linkedin.com/company/rg-finance-consulting
820,Source Group International,sourcegroupinternational.com,UK,Management Consulting,89.3,23.7,"72,063,695","37,562,965",66,50,2015,https://uk.linkedin.com/company/source-group-international
60,Swift Strategies,swiftstrategies.co.uk,UK,Management Consulting,1384.1,145.7,14118364,938766,11,1,2008,https://uk.linkedin.com/company/swift-strategies
738,Synacktiv,synacktiv.com,France,Management Consulting,104,26.8,"29,914,415","14,664,447",185,88,2012,https://www.linkedin.com/company/synacktiv
751,Synetis,synetis.com,France,Management Consulting,102.8,26.6,"58,183,477","28,695,786",321,204,2010,https://www.linkedin.com/company/synetis/
309,Syngenity,syngenity.com,Germany,Management consulting,303,59.1,"2,643,684","656,064",23,8,2019,https://www.linkedin.com/company/syngenity-incorp
434,Ve.Ma.,vemacoop.com,Italy,Management Consulting,214.1,46.4,"1,763,005","561,360",38,35,2014,https://www.linkedin.com/company/vemagroup
984,3A Biotech,tres-a.net,Spain,Manufacturing,61.6,17.3,"15,440,000","9,556,000",49,25,2008,https://es.linkedin.com/company/3a-biotech-conservantes
730,AS Labruna,aslabruna.it,Italy,Manufacturing,105.2,27.1,"38,241,211","18,639,812",34,20,1971,
665,Boat Management Services (BMS),bmsmed.com,France,Manufacturing,120,30.1,"3,326,222","1,511,980",11,8,2003,
210,Carbon Clean,carbonclean.com,UK,Manufacturing,440,75.4,21793820,3982592,173,50,2009,
483,Carbonteam,carbonteam.it,Italy,Manufacturing,188.7,42.4,"3,189,596","1,104,875",23,8,2007,
723,Eggersmann Metallbau,eggersmannmetallbau.de,Germany,Manufacturing,106.4,27.3,"2,490,120","1,206,728",24,13,2003,
789,Emde Bohrtechnik,emde-bohrtechnik.de,Germany,Manufacturing,94.6,24.9,"22,779,852","11,705,811",118,75,2018,https://www.linkedin.com/company/emde-bohrtechnik/
